dpa_provin,periodo,anio,trimestre,homicidios,homicidios_ASESINATO,homicidios_FEMICIDIO,homicidios_HOMICIDIO,homicidios_SICARIATO,poblacion,tasa_homicidios_100k
22,2020-Q2,2020,2,1,1,0,0,0,179067.0,0.558450189035389
22,2020-Q3,2020,3,1,1,0,0,0,179067.0,0.558450189035389
22,2020-Q4,2020,4,2,2,0,0,0,179067.0,1.116900378070778
22,2021-Q1,2021,1,2,2,0,0,0,182673.0,1.09485255073273
22,2021-Q2,2021,2,3,3,0,0,0,182673.0,1.642278826099095
22,2021-Q3,2021,3,3,3,0,0,0,182673.0,1.642278826099095
22,2021-Q4,2021,4,3,2,1,0,0,182673.0,1.642278826099095
22,2022-Q1,2022,1,4,4,0,0,0,186166.0,2.148620048773675
22,2022-Q2,2022,2,6,3,0,3,0,186166.0,3.2229300731605126
22,2022-Q3,2022,3,8,4,2,2,0,186166.0,4.29724009754735
22,2022-Q4,2022,4,6,3,1,2,0,186166.0,3.2229300731605126
22,2023-Q1,2023,1,2,1,0,1,0,189568.0,1.0550303848750844
22,2023-Q2,2023,2,20,16,1,3,0,189568.0,10.550303848750843
22,2023-Q3,2023,3,13,10,1,2,0,189568.0,6.857697501688048
22,2023-Q4,2023,4,23,19,0,4,0,189568.0,12.132849426063471
22,2024-Q1,2024,1,28,28,0,0,0,192831.0,14.520486851180568
22,2024-Q2,2024,2,31,29,1,1,0,192831.0,16.076253299521344
22,2024-Q3,2024,3,28,25,3,0,0,192831.0,14.520486851180568
22,2024-Q4,2024,4,21,21,0,0,0,192831.0,10.890365138385425
22,2025-Q1,2025,1,34,32,1,1,0,196020.0,17.345168860320374
22,2025-Q2,2025,2,35,35,0,0,0,196020.0,17.855320885623915
22,2025-Q3,2025,3,23,21,1,0,1,196020.0,11.73349658198143
22,2025-Q4,2025,4,37,37,0,0,0,196020.0,18.875624936230995
22,2026-Q1,2026,1,22,19,1,2,0,199171.0,11.045784777904414
22,2026-Q2,2026,2,31,30,1,0,0,199171.0,15.564514914319856
23,2018-Q1,2018,1,9,6,1,2,0,492964.0,1.8256911255182935
23,2018-Q2,2018,2,10,7,0,3,0,492964.0,2.028545695020326
23,2018-Q3,2018,3,8,3,1,4,0,492964.0,1.6228365560162608
23,2018-Q4,2018,4,9,5,1,2,1,492964.0,1.8256911255182935
23,2019-Q1,2019,1,7,5,1,1,0,499418.0,1.4016314990649115
23,2019-Q2,2019,2,9,6,1,2,0,499418.0,1.8020976416548864
23,2019-Q3,2019,3,6,3,0,2,1,499418.0,1.2013984277699241
23,2019-Q4,2019,4,6,1,0,5,0,499418.0,1.2013984277699241
23,2020-Q1,2020,1,8,2,0,6,0,504662.0,1.5852194141821654
23,2020-Q2,2020,2,6,2,0,4,0,504662.0,1.188914560636624
23,2020-Q3,2020,3,10,4,1,5,0,504662.0,1.981524267727707
23,2020-Q4,2020,4,12,6,1,5,0,504662.0,2.377829121273248
23,2021-Q1,2021,1,10,6,1,3,0,509041.0,1.964478303319379
23,2021-Q2,2021,2,14,12,1,1,0,509041.0,2.7502696246471308
23,2021-Q3,2021,3,19,15,0,4,0,509041.0,3.73250877630682
23,2021-Q4,2021,4,28,20,1,6,1,509041.0,5.5005392492942615
23,2022-Q1,2022,1,23,16,0,7,0,513692.0,4.4773911215280755
23,2022-Q2,2022,2,85,80,2,3,0,513692.0,16.546880231734193
23,2022-Q3,2022,3,60,54,0,6,0,513692.0,11.68015075181237
23,2022-Q4,2022,4,45,38,0,5,2,513692.0,8.760113063859277
23,2023-Q1,2023,1,49,42,1,6,0,518576.0,9.44895251612107
23,2023-Q2,2023,2,43,34,0,8,1,518576.0,8.291937922310327
23,2023-Q3,2023,3,26,25,0,1,0,518576.0,5.013729906513221
23,2023-Q4,2023,4,42,35,1,6,0,518576.0,8.099102156675203
23,2024-Q1,2024,1,17,9,1,7,0,523524.0,3.247224578051818
23,2024-Q2,2024,2,16,14,0,2,0,523524.0,3.056211367578182
23,2024-Q3,2024,3,12,11,0,1,0,523524.0,2.2921585256836363
23,2024-Q4,2024,4,21,18,0,3,0,523524.0,4.011277419946364
23,2025-Q1,2025,1,18,16,0,2,0,528509.0,3.4058076589045787
23,2025-Q2,2025,2,28,24,0,4,0,528509.0,5.297923024962678
23,2025-Q3,2025,3,66,59,1,6,0,528509.0,12.487961415983456
23,2025-Q4,2025,4,49,44,0,5,0,528509.0,9.271365293684687
23,2026-Q1,2026,1,19,17,1,1,0,533522.0,3.5612402112752615
23,2026-Q2,2026,2,18,17,0,1,0,533522.0,3.3738065159449846
24,2018-Q1,2018,1,5,5,0,0,0,380264.0,1.3148759808974817
24,2018-Q2,2018,2,0,0,0,0,0,380264.0,0.0
24,2018-Q3,2018,3,1,1,0,0,0,380264.0,0.26297519617949633
24,2018-Q4,2018,4,2,2,0,0,0,380264.0,0.5259503923589927
24,2019-Q1,2019,1,0,0,0,0,0,386955.0,0.0
24,2019-Q2,2019,2,1,1,0,0,0,386955.0,0.258427982581954
24,2019-Q3,2019,3,4,3,1,0,0,386955.0,1.033711930327816
24,2019-Q4,2019,4,3,3,0,0,0,386955.0,0.775283947745862
24,2020-Q1,2020,1,7,6,0,1,0,392510.0,1.783394053654684
24,2020-Q2,2020,2,3,2,0,1,0,392510.0,0.7643117372805789
24,2020-Q3,2020,3,1,1,0,0,0,392510.0,0.2547705790935263
24,2020-Q4,2020,4,4,4,0,0,0,392510.0,1.0190823163741052
24,2021-Q1,2021,1,7,6,1,0,0,396709.0,1.7645175682931318
24,2021-Q2,2021,2,12,11,0,1,0,396709.0,3.024887259931083
24,2021-Q3,2021,3,13,12,1,0,0,396709.0,3.276961198258673
24,2021-Q4,2021,4,14,13,0,1,0,396709.0,3.5290351365862636
24,2022-Q1,2022,1,15,15,0,0,0,399185.0,3.757656224557536
24,2022-Q2,2022,2,25,24,1,0,0,399185.0,6.26276037426256
24,2022-Q3,2022,3,29,27,1,1,0,399185.0,7.264802034144569
24,2022-Q4,2022,4,49,48,1,0,0,399185.0,12.275010333554617
24,2023-Q1,2023,1,49,48,0,1,0,400829.0,12.224664383066095
24,2023-Q2,2023,2,48,45,1,0,2,400829.0,11.97518143647291
24,2023-Q3,2023,3,64,63,1,0,0,400829.0,15.96690858196388
24,2023-Q4,2023,4,91,88,0,1,2,400829.0,22.702948139979892
24,2024-Q1,2024,1,50,50,0,0,0,403478.0,12.392249391540554
24,2024-Q2,2024,2,54,54,0,0,0,403478.0,13.383629342863799
24,2024-Q3,2024,3,37,35,0,0,2,403478.0,9.170264549740011
24,2024-Q4,2024,4,47,47,0,0,0,403478.0,11.648714428048121
24,2025-Q1,2025,1,61,59,0,2,0,406947.0,14.989666959088039
24,2025-Q2,2025,2,47,46,0,1,0,406947.0,11.549415525854718
24,2025-Q3,2025,3,57,55,0,2,0,406947.0,14.006737978164233
24,2025-Q4,2025,4,63,62,0,1,0,406947.0,15.481131449549942
24,2026-Q1,2026,1,37,37,0,0,0,410498.0,9.013442209219047
24,2026-Q2,2026,2,68,68,0,0,0,410498.0,16.565245141267436
